,data,label
3943,"[7, 252, 3, 3077, 0]",3
3944,"[7, 371, 3, 318, 0]",3
3945,"[7, 871, 3, 77, 0]",3
3946,"[7, 68, 110, 0]",3
3947,"[3094, 4267, 1, 297, 0]",3
3948,"[3095, 1491, 1, 2389, 1432, 22, 0]",3
3949,"[4268, 391, 1, 283, 0]",3
3950,"[1, 346, 3096, 1942, 144, 1, 86, 3, 367, 0]",3
3951,"[7, 755, 146, 86, 488, 491, 0]",3
3952,"[1, 346, 3096, 1942, 144, 3, 367, 9, 1, 86, 0]",3
3953,"[1, 4269, 4270, 1864, 64, 79, 4271, 0]",3
3954,"[4272, 4273, 904, 643, 79, 4274, 4275, 0]",3
3955,"[4276, 97, 4277, 2, 18, 227, 259, 4278, 178, 0]",3
3956,"[7, 798, 2, 1, 228, 0]",0
3957,"[91, 3090, 521, 13, 1, 1648, 0]",3
3958,"[91, 4279, 521, 13, 1, 1648, 0]",3
3959,"[91, 647, 16, 205, 1, 103, 0]",3
3960,"[91, 507, 16, 205, 1, 103, 0]",3
3961,"[4, 130, 74, 15, 24, 222, 289, 112, 0]",3
3962,"[15, 50, 27, 3, 1651, 74, 15, 222, 289, 112, 0]",3
3963,"[91, 1614, 1, 2244, 13, 1, 1100, 0]",3
3964,"[110, 1301, 633, 2, 1098, 1, 955, 0]",3
3965,"[34, 387, 1, 2160, 65, 1, 477, 0]",3
3966,"[263, 514, 2, 1023, 212, 2, 321, 1, 683, 935, 1, 843, 0]",3
3967,"[565, 672, 1, 1963, 31, 1433, 9, 1, 636, 0]",3
3968,"[91, 1294, 3097, 1253, 25, 486, 2, 166, 1, 134, 0]",3
3969,"[240, 60, 1, 41, 21, 1, 103, 0]",3
3970,"[32, 27, 39, 2859, 142, 1, 4280, 43, 55, 4281, 0]",3
3971,"[32, 68, 35, 980, 40, 1, 4282, 0]",3
3972,"[34, 4283, 31, 3098, 2, 1, 494, 205, 1311, 0]",3
3973,"[1434, 4284, 31, 4285, 49, 0]",0
3974,"[1434, 1786, 2390, 1, 118, 0]",0
3975,"[1434, 4286, 630, 1110, 2, 1, 3099, 0]",0
3976,"[1434, 328, 44, 3, 3100, 0]",0
3977,"[1434, 3101, 1, 440, 1, 297, 0]",0
3978,"[1, 86, 9, 488, 46, 599, 4287, 114, 1312, 13, 1, 2391, 9, 4288, 8, 4289, 8, 11, 4290, 1, 423, 0]",3
3979,"[1, 184, 9, 56, 763, 11, 209, 9, 56, 138, 50, 107, 45, 272, 3, 838, 0]",3
3980,"[1, 1214, 4291, 95, 1213, 40, 4292, 137, 2392, 40, 4293, 0]",3
3981,"[40, 2158, 8, 61, 150, 11, 132, 13, 1, 1403, 38, 2, 18, 3102, 0]",3
3982,"[1249, 2, 1188, 3, 840, 3103, 11, 2125, 6, 3, 4294, 11, 4295, 2391, 0]",3
3983,"[88, 59, 1, 41, 13, 1, 169, 0]",3
3984,"[88, 59, 1, 41, 0]",0
3985,"[6, 3087, 1, 41, 13, 1, 169, 0]",0
3986,"[133, 26, 22, 75, 1, 380, 0]",0
3987,"[34, 498, 2, 42, 0]",3
3988,"[34, 51, 375, 2, 42, 0]",3
3989,"[34, 126, 2, 468, 2, 42, 0]",3
3990,"[34, 126, 2, 498, 2, 42, 0]",0
3991,"[34, 126, 2, 18, 375, 2, 42, 0]",3
3992,"[34, 126, 2, 51, 375, 2, 42, 0]",0
3993,"[1, 77, 201, 1, 1652, 0]",3
3994,"[1, 77, 370, 1, 1652, 0]",3
3995,"[1, 86, 81, 1, 1652, 0]",3
3996,"[1, 77, 2393, 1, 1652, 0]",0
3997,"[1, 77, 583, 1, 1652, 0]",0
3998,"[10, 6, 1120, 1829, 273, 41, 75, 3104, 0]",3
3999,"[4296, 1653, 8, 1, 1427, 12, 1737, 0]",3
4000,"[10, 6, 544, 9, 31, 1070, 25, 4297, 1, 2709, 380, 0]",3
4001,"[1, 3105, 38, 120, 0]",3
4002,"[1, 3105, 12, 120, 0]",3
4003,"[260, 46, 33, 4298, 8, 49, 6, 95, 185, 376, 0]",3
4004,"[1, 745, 314, 4299, 140, 915, 0]",3
4005,"[1, 745, 314, 1738, 140, 915, 0]",0
4006,"[1, 745, 314, 1964, 140, 915, 0]",0
4007,"[32, 1018, 128, 104, 1, 1639, 0]",0
4008,"[32, 1018, 128, 70, 1, 1639, 0]",0
4009,"[32, 1018, 128, 120, 1, 1639, 0]",0
4010,"[7, 108, 17, 683, 2394, 536, 0]",3
4011,"[7, 108, 17, 2, 683, 2394, 536, 0]",0
4012,"[7, 108, 17, 1654, 2394, 536, 0]",0
4013,"[1, 688, 115, 3106, 5, 16, 6, 13, 3, 4300, 0]",3
4014,"[1, 688, 115, 3106, 0]",3
4015,"[10, 115, 389, 2, 445, 1577, 0]",3
4016,"[10, 115, 389, 2, 445, 1577, 0]",0
4017,"[745, 51, 302, 2, 69, 0]",3
4018,"[745, 51, 302, 662, 1, 4301, 0]",0
4019,"[1, 2395, 306, 431, 26, 1, 2251, 0]",0
4020,"[1, 1254, 306, 2396, 26, 1, 2395, 0]",3
4021,"[1, 1254, 306, 2396, 23, 1, 2395, 0]",0
4022,"[143, 51, 1207, 2, 1, 2397, 0]",3
4023,"[143, 51, 1207, 26, 1, 2397, 0]",0
4024,"[1, 231, 6, 544, 9, 31, 86, 0]",3
4025,"[1, 231, 6, 544, 26, 31, 86, 0]",0
4026,"[1, 1061, 6, 1248, 2, 3107, 40, 56, 529, 0]",3
4027,"[1, 1061, 6, 1248, 23, 3107, 40, 56, 529, 0]",0
4028,"[49, 2138, 235, 82, 4302, 4303, 4304, 0]",3
4029,"[49, 4305, 3, 822, 2109, 0]",3
4030,"[49, 1521, 344, 4306, 30, 51, 4307, 0]",3
4031,"[49, 6, 3, 2664, 13, 1, 255, 0]",3
4032,"[49, 871, 221, 3, 344, 977, 2, 18, 760, 0]",3
4033,"[49, 1004, 3, 47, 13, 1, 255, 0]",0
4034,"[49, 2170, 3, 47, 1190, 0]",0
4035,"[34, 97, 5, 2390, 3108, 25, 880, 9, 3109, 6, 221, 3, 2354, 880, 0]",3
4036,"[34, 97, 2390, 3108, 25, 880, 9, 3109, 6, 221, 3, 2354, 880, 0]",3
4037,"[7, 4308, 5, 37, 1655, 4309, 35, 0]",3
4038,"[338, 727, 1, 249, 5, 1, 380, 50, 18, 625, 0]",3
4039,"[32, 198, 91, 5, 10, 78, 1965, 73, 2398, 0]",3
4040,"[17, 552, 44, 5, 1, 1255, 12, 2399, 0]",3
4041,"[91, 3110, 23, 251, 2, 557, 5, 41, 0]",3
4042,"[7, 50, 390, 23, 1, 138, 2, 675, 1, 3111, 0]",3
4043,"[23, 7, 2, 584, 321, 54, 272, 3, 309, 137, 3112, 16, 6, 1966, 0]",3
4044,"[23, 7, 584, 2, 321, 54, 272, 3, 309, 137, 2, 3112, 16, 6, 1966, 0]",3
4045,"[23, 7, 2, 450, 22, 272, 3, 1647, 11, 22, 2, 97, 16, 6, 1966, 0]",3
4046,"[7, 3110, 2, 557, 1, 41, 0]",3
4047,"[7, 50, 390, 2, 675, 1, 3111, 0]",3
4048,"[91, 182, 2, 447, 3, 367, 0]",3
4049,"[91, 182, 23, 22, 2, 447, 3, 367, 0]",0
4050,"[91, 1739, 2, 1420, 3113, 0]",3
4051,"[91, 1739, 23, 17, 2, 1420, 3113, 0]",0
4052,"[338, 1111, 2, 357, 3, 376, 0]",3
4053,"[338, 1111, 23, 2400, 2, 357, 3, 376, 0]",0
4054,"[7, 106, 16, 0]",3
4055,"[7, 106, 5, 10, 6, 879, 0]",3
4056,"[7, 1786, 1, 1958, 2, 44, 0]",3
4057,"[7, 1786, 2, 44, 5, 1, 367, 6, 73, 1958, 0]",3
4058,"[37, 2230, 31, 517, 52, 454, 52, 37, 101, 0]",3
4059,"[37, 2230, 5, 10, 1824, 2250, 0]",0
4060,"[32, 946, 5, 272, 3, 3114, 101, 18, 974, 13, 630, 530, 0]",3
4061,"[32, 946, 1, 4310, 9, 272, 3, 3114, 13, 630, 530, 0]",0
4062,"[3115, 540, 1, 1967, 9, 1, 3116, 2379, 0]",3
4063,"[3115, 540, 5, 1, 3116, 2379, 12, 4311, 0]",3
4064,"[7, 903, 44, 0]",3
4065,"[5, 7, 606, 903, 44, 0]",3
4066,"[7, 276, 22, 0]",3
4067,"[5, 7, 4312, 276, 22, 0]",0
4068,"[5, 7, 1584, 1, 3117, 438, 22, 0]",3
4069,"[23, 7, 2, 756, 31, 286, 50, 18, 3118, 0]",3
4070,"[2, 756, 31, 286, 50, 18, 3118, 0]",3
4071,"[5, 1, 440, 137, 1532, 18, 644, 6, 3, 4313, 21, 58, 4314, 3119, 0]",3
4072,"[30, 4315, 15, 78, 4316, 287, 6, 1656, 0]",3
4073,"[5, 91, 3120, 1, 1631, 12, 4317, 0]",0
4074,"[23, 7, 2, 2401, 1, 203, 6, 4318, 0]",0
4075,"[85, 92, 153, 4319, 1256, 6, 589, 0]",0
4076,"[91, 6, 2792, 5, 1, 2402, 1657, 35, 0]",3
4077,"[91, 6, 4320, 5, 1, 3121, 18, 4321, 0]",3
4078,"[91, 115, 302, 23, 42, 388, 2, 1968, 3, 872, 0]",3
4079,"[91, 115, 302, 2, 1968, 3, 872, 0]",3
4080,"[4, 206, 4322, 5, 4, 4323, 15, 0]",3
4081,"[4, 206, 2403, 5, 17, 877, 31, 3122, 0]",3
4082,"[32, 84, 3123, 5, 95, 82, 43, 55, 724, 0]",3
4083,"[32, 84, 1257, 16, 12, 145, 0]",3
4084,"[22, 1514, 5, 110, 1548, 1, 4324, 0]",3
4085,"[32, 97, 5, 1, 4325, 84, 644, 0]",3
4086,"[32, 552, 35, 5, 1, 4326, 6, 1953, 0]",3
4087,"[1435, 6, 1658, 75, 5, 31, 86, 51, 302, 2, 1169, 488, 0]",0
4088,"[110, 6, 3124, 21, 23, 91, 2, 321, 73, 4327, 0]",0
4089,"[1, 2404, 1364, 21, 85, 114, 4328, 4329, 13, 1, 1961, 0]",3
4090,"[110, 6, 1658, 75, 142, 10, 78, 2850, 13, 599, 0]",3
4091,"[1, 836, 108, 215, 1342, 1, 4330, 0]",3
4092,"[7, 182, 2, 321, 251, 695, 565, 447, 22, 2, 493, 4331, 1, 4332, 0]",3
4093,"[7, 1114, 2392, 784, 23, 31, 491, 878, 0]",3
4094,"[1, 94, 21, 1, 234, 2375, 35, 9, 31, 549, 0]",3
4095,"[534, 4333, 6, 2396, 26, 4334, 3125, 11, 4335, 0]",3
4096,"[32, 474, 2, 18, 13, 4336, 4337, 26, 1, 4338, 0]",3
4097,"[2813, 5, 127, 38, 4339, 0]",3
4098,"[32, 51, 4340, 9, 1, 4341, 977, 0]",3
4099,"[351, 45, 28, 15, 662, 44, 1969, 21, 56, 238, 14]",0
4100,"[1, 819, 4342, 5, 58, 3126, 12, 13, 332, 4343, 0]",0
4101,"[56, 979, 4344, 4345, 1970, 534, 3127, 766, 23, 82, 788, 0]",0
4102,"[15, 78, 1420, 2, 1971, 13, 1, 4346, 788, 0]",0
4103,"[15, 78, 1331, 2632, 61, 367, 0]",0
4104,"[1, 1324, 1218, 4347, 26, 1, 4348, 0]",0
4105,"[1, 1324, 4349, 1, 86, 9, 1, 4350, 0]",0
4106,"[633, 38, 55, 302, 3128, 1, 41, 0]",0
4107,"[32, 1657, 17, 25, 1519, 23, 2828, 1932, 0]",0
4108,"[7, 4351, 46, 1, 350, 0]",0
4109,"[7, 722, 2, 910, 4352, 0]",0
4110,"[32, 84, 1257, 48, 2, 45, 0]",0
4111,"[37, 12, 1960, 2, 321, 1937, 0]",0
4112,"[1, 2405, 555, 1551, 1, 4353, 9, 1, 696, 406, 25, 4354, 0]",3
4113,"[4355, 158, 27, 73, 4356, 4357, 21, 4358, 11, 4359, 4360, 4361, 0]",3
4114,"[1, 834, 107, 43, 2790, 13, 31, 4362, 2, 635, 1, 739, 0]",3
4115,"[10, 4363, 31, 278, 5, 1, 79, 4364, 31, 4365, 0]",3
4116,"[32, 108, 128, 485, 1, 153, 0]",3
4117,"[32, 108, 128, 51, 1794, 0]",0
4118,"[45, 39, 1188, 143, 2097, 13, 1, 1561, 9, 3, 2347, 0]",3
4119,"[32, 81, 1, 3121, 306, 302, 2, 4366, 285, 1, 4367, 0]",3
4120,"[240, 6, 28, 815, 142, 1, 86, 493, 1, 109, 0]",3
4121,"[41, 6, 974, 13, 259, 4368, 0]",0
4122,"[77, 2406, 488, 23, 1244, 702, 3, 406, 0]",0
4123,"[86, 445, 488, 23, 1244, 702, 3, 406, 0]",3
4124,"[31, 334, 618, 607, 0]",3
4125,"[56, 1031, 25, 334, 618, 607, 0]",3
4126,"[1, 178, 25, 4369, 618, 4370, 0]",3
4127,"[1, 440, 9, 857, 11, 3092, 25, 1008, 4371, 2, 607, 0]",3
4128,"[178, 2352, 2407, 31, 3129, 2408, 13, 3130, 0]",3
4129,"[178, 2352, 2407, 42, 3129, 2408, 13, 3130, 0]",0
4130,"[160, 229, 1, 4372, 8, 2750, 310, 128, 65, 1, 3131, 63, 0]",0
4131,"[160, 1, 230, 8, 4, 144, 257, 351, 4, 43, 4373, 4374, 2, 127, 13, 56, 860, 350, 0]",3
4132,"[2409, 1372, 1014, 2, 620, 3, 1642, 9, 31, 3132, 2, 62, 0]",3
4133,"[95, 7, 3022, 772, 1, 414, 0]",3
4134,"[33, 7, 215, 1095, 13, 599, 0]",3
4135,"[49, 51, 308, 4375, 13, 56, 249, 0]",3
4136,"[16, 25, 1659, 96, 1, 1856, 4, 711, 0]",3
4137,"[56, 388, 6, 73, 4376, 36, 2410, 0]",3
4138,"[13, 1, 41, 8, 10, 539, 75, 31, 2201, 11, 4377, 36, 346, 0]",3
4139,"[74, 7, 181, 2, 4378, 13, 496, 763, 8, 10, 38, 2, 81, 1, 3133, 9, 1, 363, 0]",3
4140,"[1, 4379, 9, 566, 25, 4380, 12, 731, 46, 3, 4381, 3134, 9, 2107, 0]",3
4141,"[1, 2411, 13, 322, 25, 2412, 293, 728, 13, 3, 563, 5, 38, 55, 588, 3135, 0]",3
4142,"[1, 2411, 13, 322, 25, 2412, 293, 1095, 13, 3, 563, 5, 38, 55, 588, 3135, 0]",0
4143,"[86, 1660, 488, 89, 4382, 25, 910, 9, 1258, 585, 36, 2194, 0]",3
4144,"[15, 6, 1, 235, 352, 5, 4, 63, 802, 21, 0]",3
4145,"[15, 51, 1, 235, 352, 5, 4, 63, 802, 21, 0]",0
4146,"[10, 6, 1, 235, 352, 5, 4, 63, 802, 21, 0]",3
4147,"[10, 51, 1, 235, 352, 5, 4, 63, 802, 21, 0]",0
4148,"[1, 100, 4383, 0]",3
4149,"[1, 270, 1970, 0]",0
4150,"[440, 4384, 432, 13, 2413, 881, 11, 4385, 12, 139, 92, 553, 8, 3, 3136, 4386, 4387, 1541, 0]",3
4151,"[2414, 1110, 12, 617, 3, 1181, 9, 153, 13, 4388, 11, 16, 12, 39, 185, 2, 222, 40, 0]",3
4152,"[510, 1110, 6, 3, 368, 9, 153, 0]",3
4153,"[510, 1110, 51, 3, 368, 9, 153, 0]",0
4154,"[269, 3137, 3138, 193, 13, 102, 179, 0]",3
4155,"[269, 3137, 3138, 193, 13, 102, 179, 0]",0
4156,"[1972, 1973, 13, 3, 600, 6, 92, 0]",3
4157,"[1972, 1973, 13, 3, 600, 51, 39, 92, 0]",0
4158,"[1972, 530, 4389, 3, 273, 3139, 9, 31, 763, 0]",3
4159,"[1972, 530, 4390, 3, 273, 3139, 9, 31, 763, 0]",0
4160,"[269, 3140, 6, 52, 1298, 52, 34, 63, 797, 0]",3
4161,"[269, 3140, 51, 52, 1298, 52, 34, 63, 797, 0]",0
4162,"[33, 395, 27, 55, 29, 3141, 13, 1, 247, 34, 27, 1974, 26, 834, 2415, 53, 57, 3142, 395, 0]",3
4163,"[33, 395, 38, 55, 29, 3141, 13, 1, 247, 34, 27, 1974, 26, 834, 2415, 53, 57, 3142, 395, 0]",3
4164,"[13, 4391, 23, 1, 1387, 4392, 33, 1303, 38, 4393, 29, 4394, 53, 34, 43, 13, 2351, 3143, 0]",3
4165,"[37, 98, 28, 97, 92, 9, 5, 309, 0]",3
4166,"[32, 2416, 2, 52, 271, 9, 31, 842, 52, 629, 0]",3
4167,"[85, 92, 9, 1, 3144, 20, 1, 2417, 3145, 14]",3
4168,"[37, 98, 28, 97, 92, 309, 0]",0
4169,"[32, 2416, 2, 52, 271, 842, 52, 629, 0]",0
4170,"[85, 92, 3144, 20, 1, 2417, 3145, 14]",0
4171,"[4, 89, 64, 41, 0]",0
4172,"[82, 9, 1, 79, 12, 1975, 9, 1661, 0]",3
4173,"[114, 9, 1, 79, 84, 1975, 9, 1661, 0]",3
4174,"[82, 79, 12, 1975, 9, 1661, 0]",0
4175,"[114, 79, 84, 1975, 9, 1661, 0]",3
4176,"[264, 9, 1, 2349, 6, 4395, 0]",3
4177,"[1385, 9, 1, 2418, 38, 1390, 4396, 0]",3
4178,"[1851, 9, 143, 192, 181, 2, 18, 178, 0]",3
4179,"[259, 9, 1, 138, 51, 180, 0]",3
4180,"[64, 9, 1, 964, 713, 29, 881, 0]",3
4181,"[64, 9, 1, 4397, 474, 4398, 0]",3
4182,"[58, 9, 1, 2419, 2177, 2, 1, 395, 0]",3
4183,"[58, 9, 143, 2418, 4399, 2, 44, 0]",3
4184,"[7, 6, 13, 1, 211, 0]",3
4185,"[4, 206, 431, 9, 35, 0]",3
4186,"[259, 9, 7, 25, 821, 38, 55, 4400, 0]",3
4187,"[64, 9, 1, 1910, 823, 1053, 9, 4401, 0]",3
4188,"[92, 9, 5, 880, 6, 4402, 0]",3
4189,"[82, 9, 1, 309, 38, 442, 13, 102, 907, 0]",0
4190,"[10, 6, 774, 9, 1254, 0]",3
4191,"[16, 6, 3, 4403, 116, 0]",3
4192,"[16, 6, 1, 825, 769, 0]",3
4193,"[16, 6, 73, 4404, 543, 0]",0
4194,"[34, 51, 774, 79, 0]",0
4195,"[33, 2191, 6, 825, 0]",0
4196,"[33, 575, 6, 1583, 0]",0
4197,"[1, 47, 302, 2, 2240, 1, 414, 6, 7, 25, 486, 0]",3
4198,"[1, 47, 1846, 1, 499, 465, 0]",3
4199,"[1, 439, 961, 46, 1, 1953, 27, 39, 55, 288, 0]",3
4200,"[1, 153, 5, 15, 66, 44, 465, 129, 293, 0]",3
4201,"[7, 13, 1, 3146, 1871, 2, 31, 209, 0]",0
4202,"[10, 13, 1, 3146, 1871, 2, 31, 209, 0]",0
4203,"[11, 4405, 3125, 9, 1, 1248, 11, 1, 825, 3044, 0]",3
4204,"[1385, 9, 143, 192, 6, 4406, 2, 1976, 1088, 0]",3
4205,"[1851, 9, 31, 4407, 4408, 4409, 4410, 397, 0]",3
4206,"[82, 9, 1, 977, 12, 1, 4411, 0]",3
4207,"[58, 9, 1, 1408, 4412, 2365, 4413, 27, 55, 4414, 2420, 13, 82, 4415, 2127, 0]",3
4208,"[64, 9, 1, 187, 46, 809, 638, 1168, 902, 65, 1, 535, 23, 991, 0]",3
4209,"[259, 9, 1, 639, 102, 223, 4416, 1251, 4417, 6, 4418, 1251, 4419, 0]",3
4210,"[58, 2421, 1811, 9, 4420, 13, 1, 1961, 84, 2186, 0]",3
4211,"[82, 9, 4421, 1949, 4422, 1, 3147, 9, 4423, 12, 140, 1662, 0]",3
4212,"[264, 9, 143, 2122, 38, 2, 18, 294, 11, 1183, 0]",3
4213,"[259, 9, 42, 534, 157, 12, 1256, 4424, 4425, 11, 830, 137, 1941, 2725, 11, 3148, 4426, 0]",3
4214,"[1, 529, 12, 4427, 13, 140, 2704, 0]",3
4215,"[1, 529, 27, 58, 397, 1006, 0]",3
4216,"[1, 529, 38, 58, 397, 1006, 0]",0
4217,"[1, 3149, 27, 479, 1217, 2, 1098, 3150, 0]",3
4218,"[1, 3149, 38, 479, 1217, 2, 1098, 3150, 0]",0
4219,"[42, 972, 6, 58, 3151, 3152, 0]",3
4220,"[42, 972, 51, 58, 3151, 3152, 0]",0
4221,"[3, 4428, 9, 3127, 27, 55, 13, 4429, 23, 1, 129, 379, 0]",0
4222,"[479, 9, 1, 3153, 24, 622, 2422, 0]",3
4223,"[479, 1, 3153, 24, 622, 2422, 0]",3
4224,"[479, 24, 622, 2422, 0]",3
4225,"[344, 1076, 1259, 9, 227, 3154, 0]",3
4226,"[344, 1259, 9, 227, 3154, 0]",3
4227,"[73, 2423, 9, 143, 2424, 18, 4430, 0]",3
4228,"[1, 2367, 9, 978, 11, 1249, 1641, 21, 290, 1949, 0]",3
4229,"[82, 9, 1, 259, 1313, 977, 5, 64, 86, 27, 18, 4431, 9, 4432, 0]",3
4230,"[630, 530, 18, 3, 273, 157, 2, 3060, 13, 1743, 0]",3
4231,"[127, 9, 156, 18, 399, 3, 520, 0]",3
4232,"[64, 9, 1, 475, 18, 174, 1042, 0]",3
4233,"[58, 9, 31, 4433, 222, 46, 1796, 4434, 4435, 0]",3
4234,"[45, 64, 9, 102, 1179, 728, 4436, 14]",3
4235,"[3048, 1110, 306, 96, 3, 368, 9, 1662, 2, 2686, 13, 82, 379, 0]",3
4236,"[324, 9, 4437, 11, 4438, 2425, 1, 822, 2426, 11, 4439, 9, 4440, 0]",3
4237,"[551, 9, 1, 379, 18, 2427, 11, 4441, 0]",3
4238,"[64, 9, 1, 4442, 9, 3117, 832, 4443, 570, 926, 2, 914, 4444, 0]",3
4239,"[1, 529, 38, 28, 882, 108, 54, 570, 1086, 0]",3
4240,"[1, 529, 38, 28, 882, 108, 54, 140, 1086, 0]",0
4241,"[1, 529, 27, 28, 882, 108, 54, 140, 1086, 0]",3
4242,"[1, 529, 27, 28, 882, 108, 54, 570, 1086, 0]",0
4243,"[5, 150, 6, 93, 4445, 8, 16, 501, 182, 2, 4446, 62, 0]",0
4244,"[4, 437, 44, 0]",0
4245,"[4, 437, 257, 0]",3
4246,"[15, 437, 257, 0]",0
4247,"[4, 437, 15, 0]",3
4248,"[10, 154, 15, 0]",3
4249,"[4, 437, 435, 0]",0
4250,"[15, 437, 435, 0]",3
4251,"[212, 901, 5, 113, 1977, 35, 0]",3
4252,"[212, 901, 5, 113, 1977, 62, 0]",0
4253,"[113, 3155, 5, 127, 50, 1591, 141, 0]",0
4254,"[113, 168, 5, 37, 6, 1121, 0]",3
4255,"[113, 168, 5, 141, 6, 1121, 0]",0
4256,"[1, 1834, 9, 102, 1086, 11, 1, 1834, 9, 102, 2331, 27, 3, 2219, 4447, 0]",3
4257,"[7, 616, 2, 697, 1, 689, 0]",3
4258,"[7, 115, 2, 697, 1, 689, 0]",3
4259,"[17, 319, 7, 2, 697, 1, 689, 0]",3
4260,"[17, 284, 7, 2, 697, 1, 689, 0]",3
4261,"[7, 2, 697, 1, 689, 0]",0
4262,"[115, 7, 2, 697, 1, 689, 0]",0
4263,"[7, 616, 2, 18, 879, 0]",3
4264,"[7, 115, 2, 18, 879, 0]",3
4265,"[7, 1864, 4448, 23, 62, 2, 18, 879, 0]",3
4266,"[16, 115, 5, 7, 6, 879, 0]",3
4267,"[16, 1739, 2, 18, 2428, 13, 2429, 0]",3
4268,"[16, 115, 2, 1031, 88, 5, 34, 1006, 0]",3
4269,"[16, 616, 2, 18, 2428, 13, 2429, 0]",0
4270,"[16, 514, 2, 1031, 88, 5, 34, 1006, 0]",0
4271,"[16, 6, 185, 2, 277, 88, 0]",3
4272,"[7, 6, 302, 2, 277, 88, 0]",3
4273,"[49, 616, 2, 18, 2428, 13, 2429, 0]",0
4274,"[49, 514, 2, 1031, 88, 5, 34, 1006, 0]",0
4275,"[16, 6, 302, 2, 277, 88, 0]",0
4276,"[601, 371, 2, 18, 389, 0]",3
4277,"[16, 115, 2, 18, 185, 2, 318, 746, 0]",3
4278,"[49, 6, 151, 2, 18, 3, 297, 13, 1, 3156, 0]",3
4279,"[1363, 51, 151, 2, 18, 314, 21, 3157, 0]",3
4280,"[7, 115, 2, 18, 185, 2, 318, 746, 0]",0
4281,"[7, 6, 151, 2, 18, 314, 21, 3157, 0]",0
4282,"[226, 182, 2, 70, 4449, 0]",3
4283,"[49, 182, 2, 18, 4450, 13, 599, 0]",0
4284,"[16, 182, 2, 1031, 44, 5, 327, 1821, 0]",0
4285,"[1363, 261, 2, 18, 314, 21, 253, 40, 1, 1663, 0]",0
4286,"[5, 10, 6, 981, 6, 302, 2, 18, 219, 0]",0
4287,"[1, 440, 1664, 1, 47, 0]",3
4288,"[1, 3158, 119, 115, 2, 18, 31, 1947, 3158, 0]",3
4289,"[1, 132, 115, 2, 18, 80, 9, 1, 641, 0]",3
4290,"[1, 687, 6, 151, 2, 747, 225, 0]",3
4291,"[225, 6, 151, 2, 18, 1436, 40, 1, 687, 0]",3
4292,"[1, 687, 6, 302, 2, 747, 225, 0]",3
4293,"[225, 6, 302, 2, 18, 1436, 40, 1, 687, 0]",3
4294,"[601, 106, 746, 2, 18, 614, 0]",3
4295,"[601, 319, 746, 2, 18, 614, 0]",3
4296,"[601, 106, 16, 2, 18, 185, 2, 277, 88, 0]",3
4297,"[601, 319, 16, 2, 18, 185, 2, 277, 88, 0]",0
4298,"[601, 106, 49, 2, 18, 3, 686, 13, 1, 255, 0]",3
4299,"[601, 319, 49, 2, 18, 3, 686, 13, 1, 255, 0]",0
4300,"[601, 106, 1, 132, 2, 18, 80, 9, 1, 641, 0]",3
4301,"[601, 319, 1, 132, 2, 18, 80, 9, 1, 641, 0]",0
4302,"[1, 687, 12, 106, 2, 27, 1436, 225, 0]",3
4303,"[225, 12, 106, 2, 27, 55, 1436, 40, 1, 687, 0]",3
4304,"[1, 687, 12, 319, 2, 747, 225, 0]",3
4305,"[601, 115, 2, 18, 1665, 0]",3
4306,"[91, 168, 601, 2, 18, 1665, 0]",3
4307,"[7, 319, 601, 2, 18, 29, 614, 0]",3
4308,"[16, 371, 2, 18, 389, 0]",0
4309,"[16, 371, 2, 555, 0]",3
4310,"[49, 371, 2, 18, 3, 686, 13, 1, 255, 0]",3
4311,"[601, 182, 2, 18, 389, 0]",3
4312,"[16, 182, 2, 18, 389, 0]",0
4313,"[49, 182, 2, 18, 389, 0]",0
4314,"[16, 182, 2, 555, 0]",0
4315,"[49, 182, 2, 18, 3, 686, 13, 1, 255, 0]",0
4316,"[430, 182, 2, 69, 1, 665, 0]",3
4317,"[49, 115, 2, 18, 3, 686, 13, 1, 255, 0]",3
4318,"[16, 115, 2, 18, 3, 686, 13, 1, 255, 0]",0
4319,"[7, 115, 2, 18, 3, 686, 13, 1, 255, 0]",0
4320,"[32, 106, 49, 2, 18, 3, 686, 13, 1, 255, 0]",3
4321,"[32, 106, 16, 2, 18, 3, 686, 13, 1, 255, 0]",0
4322,"[49, 616, 2, 69, 1, 549, 0]",0
4323,"[32, 106, 16, 2, 261, 2, 69, 1, 549, 0]",0
4324,"[32, 106, 49, 2, 261, 2, 69, 1, 549, 0]",0
4325,"[32, 106, 7, 2, 261, 2, 69, 1, 549, 0]",3
4326,"[1, 132, 616, 2, 18, 80, 9, 1, 641, 0]",3
4327,"[34, 319, 44, 2, 69, 0]",3
4328,"[34, 330, 44, 2, 69, 0]",3
4329,"[34, 319, 16, 2, 555, 0]",0
4330,"[34, 330, 16, 2, 555, 0]",0
4331,"[205, 1, 411, 6, 3, 1828, 461, 2, 1643, 0]",3
4332,"[205, 1, 411, 181, 2, 18, 3, 1828, 461, 2, 1643, 0]",0
4333,"[88, 158, 27, 2234, 2, 695, 17, 4451, 1, 2430, 0]",3
4334,"[4452, 612, 2, 27, 152, 2, 18, 3159, 2, 1, 483, 0]",3
4335,"[470, 50, 390, 23, 16, 2, 18, 1291, 2, 4453, 5, 1, 300, 1978, 2, 248, 35, 0]",3
4336,"[7, 4454, 2, 1420, 1, 2315, 0]",3
