,data,label
4603,"[6509, 63, 13, 6510, 27, 55, 6511]",3
4604,"[6512, 0, 1785, 6513, 6514, 63, 13, 376, 11, 0, 6515, 1377, 6516, 6517, 11, 0, 6518]",3
4605,"[4, 780, 2819, 3986, 8, 3987, 59, 0, 3988]",3
4606,"[6519, 2819, 3986, 8, 3987, 10, 780, 59, 0, 3988]",3
4607,"[2, 3989, 867, 2737, 0, 222, 6520]",3
4608,"[2, 222, 3990, 10, 2737, 28, 0, 3989, 2189]",3
4609,"[7, 29, 834, 20, 1, 0, 448]",3
4610,"[7, 29, 2219, 20, 16, 0, 2220]",3
4611,"[7, 29, 834, 1, 0, 448]",0
4612,"[7, 29, 2219, 16, 0, 2220]",0
4613,"[2, 3991, 29, 46, 834, 7, 1, 0, 448]",0
4614,"[2, 2559, 29, 46, 2219, 7, 16, 0, 2220]",0
4615,"[7, 29, 46, 834, 1, 0, 448]",3
4616,"[7, 29, 46, 2219, 16, 0, 2220]",3
4617,"[265, 402, 3, 44, 1, 2820]",3
4618,"[265, 402, 1, 2820]",0
4619,"[265, 402, 3, 132]",0
4620,"[66, 44, 10, 402, 1, 359, 28, 986]",3
4621,"[66, 44, 10, 402, 28, 986]",0
4622,"[66, 44, 10, 402, 1, 2820]",3
4623,"[66, 44, 10, 3992]",0
4624,"[36, 82, 26, 1, 13, 188, 1, 1474, 1129]",3
4625,"[36, 82, 559, 1, 13, 188, 1, 1474, 1129]",0
4626,"[36, 82, 140, 1, 13, 3, 1300, 11, 0, 1456]",3
4627,"[35, 6, 93, 1, 13, 188, 1, 1474, 1129]",3
4628,"[559, 6, 93, 1, 13, 188, 1, 1474, 1129]",0
4629,"[65, 6, 93, 1, 13, 3, 1300, 11, 0, 1456]",3
4630,"[224, 110, 162, 5, 14, 6, 3, 817]",3
4631,"[224, 110, 6521, 5, 14, 6, 3, 817]",3
4632,"[48, 14, 6, 3, 447, 6, 1564, 28, 129, 405]",3
4633,"[36, 82, 0, 171, 1, 13, 84, 8, 0, 787]",3
4634,"[2, 171, 6, 93, 1, 13, 84, 8, 0, 787]",3
4635,"[7, 321, 0, 323]",3
4636,"[7, 10, 3993, 0, 323]",3
4637,"[2, 235, 10, 268, 1815]",3
4638,"[7, 17, 2652, 0, 323]",3
4639,"[2, 235, 17, 13, 1815]",3
4640,"[7, 29, 3994, 0, 323]",3
4641,"[2, 235, 29, 46, 1815]",3
4642,"[7, 29, 46, 3993, 0, 323]",3
4643,"[2, 235, 29, 46, 268, 1815]",3
4644,"[2, 235, 17, 22, 46, 268, 1815]",3
4645,"[265, 402, 359, 3, 3995]",3
4646,"[359, 10, 402, 3, 3995]",3
4647,"[359, 10, 402, 3, 6522, 28, 986]",3
4648,"[6523, 39, 47, 59, 3996, 6524, 28, 3791]",3
4649,"[6525, 0, 302, 286, 159, 3, 732, 11, 0, 989]",3
4650,"[2, 3997, 2397, 86, 11, 2821, 92, 3998]",3
4651,"[86, 6, 3178, 28, 0, 3997, 11, 2821, 92, 3998]",0
4652,"[108, 39, 30, 6526, 28, 0, 3372]",0
4653,"[4, 10, 6527, 11, 3999]",3
4654,"[35, 6, 2640, 5, 14, 6, 15, 25, 241, 444]",3
4655,"[7, 6, 73, 1, 13, 4000]",3
4656,"[32, 6, 4001, 1, 13, 3, 238, 2822]",3
4657,"[194, 305, 6528, 53, 11, 3999]",0
4658,"[526, 2640, 5, 14, 10, 15, 25, 241, 444]",0
4659,"[36, 73, 45, 1, 13, 4000]",0
4660,"[36, 4001, 45, 1, 13, 3, 238, 2822]",0
4661,"[32, 159, 0, 185]",3
4662,"[2, 107, 10, 159, 28, 77]",3
4663,"[7, 159, 77]",3
4664,"[32, 10, 159, 28, 193]",3
4665,"[7, 104, 42, 1, 1121]",3
4666,"[68, 10, 104, 1, 1121]",3
4667,"[36, 2823, 93, 5, 7, 10, 2221]",3
4668,"[48, 7, 10, 2824, 10, 2823, 1682]",3
4669,"[36, 1033, 1191, 31, 2183, 17, 179, 0, 2825, 2826]",3
4670,"[83, 2183, 17, 179, 0, 2825, 2191, 572, 46, 6529]",3
4671,"[83, 2183, 17, 179, 0, 2825, 2191, 572, 46, 1191, 28, 336]",3
4672,"[108, 63, 868, 15, 1129]",3
4673,"[2207, 63, 13, 1816, 251]",3
4674,"[36, 135, 71, 0, 4002, 16, 829]",3
4675,"[2, 4002, 10, 135, 71, 16, 829]",3
4676,"[2, 2756, 10, 2199, 19, 6530]",3
4677,"[660, 30, 1582, 134, 1495]",3
4678,"[54, 75, 13, 757, 1, 1603]",3
4679,"[2, 3734, 10, 6531, 633, 28, 3, 2146, 8, 711]",0
4680,"[2, 840, 642, 10, 479, 207, 28, 0, 349]",0
4681,"[660, 753, 4, 41, 22, 909, 2827, 1495]",3
4682,"[393, 39, 0, 147, 5, 62, 22, 449, 310, 2828, 2195]",3
4683,"[36, 1286, 1687, 15, 7, 40, 4003]",3
4684,"[6532, 10, 909, 2827, 1495]",0
4685,"[4004, 147, 76, 449, 310, 2828, 2195]",0
4686,"[32, 6, 285, 1687, 15, 40, 4003]",0
4687,"[2222, 1816, 15, 2223, 9, 4005, 15, 4006]",3
4688,"[2222, 1816, 15, 2223, 9, 4005, 4006]",0
4689,"[2223, 10, 1816, 15, 28, 2222, 9, 4007, 28, 4008]",3
4690,"[2223, 10, 1816, 15, 28, 2222, 9, 4007, 15, 28, 4008]",0
4691,"[2, 1817, 285, 59, 0, 4009]",3
4692,"[2, 6533, 10, 285, 59, 28, 0, 1998]",3
4693,"[417, 29, 46, 134, 1, 6534]",3
4694,"[4, 4010, 0, 744, 1, 22, 46, 2430, 11, 0, 6535, 4011]",3
4695,"[219, 173, 0, 79, 1, 13, 985, 34, 0, 1481]",3
4696,"[2, 6536, 22, 46, 6537, 463]",3
4697,"[2707, 6538, 582, 6539, 22, 46, 3517, 59, 0, 1875]",3
4698,"[2, 6540, 6, 6541, 11, 67, 3866, 8, 6542, 9, 6, 6543]",3
4699,"[6544, 6, 842, 200, 1, 13, 3951, 1, 13, 1323, 28, 840, 2829]",3
4700,"[1416, 49, 6, 6545, 572, 1128, 46, 6546]",3
4701,"[6547, 3512, 301, 13, 6548]",3
4702,"[35, 572, 1128, 46, 6549, 156, 49, 6, 6550]",3
4703,"[1754, 29, 33, 0, 6551, 3259]",3
4704,"[6552, 111, 1, 22, 116, 6553]",3
4705,"[4012, 112, 20, 476, 1, 0, 2189]",3
4706,"[43, 112, 261, 235, 3221, 3984, 2827, 15, 4013]",3
4707,"[1754, 29, 33, 42, 6554, 0, 6555]",3
4708,"[4012, 112, 221, 1, 2479, 175]",3
4709,"[2, 1111, 10, 2199, 19, 4014]",3
4710,"[2, 412, 10, 285, 191, 28, 788]",3
4711,"[43, 1566, 47, 60, 19, 0, 1706, 6556]",3
4712,"[32, 17, 565, 60, 19, 144, 3072]",3
4713,"[54, 1706, 1566, 13, 47, 60, 646]",3
4714,"[4015, 1158, 17, 13, 283, 60, 646]",3
4715,"[36, 909, 3, 364, 8, 894, 1, 0, 1494]",3
4716,"[2, 1228, 508, 2181, 8, 25, 1813]",3
4717,"[2, 744, 10, 909, 3, 364, 8, 894, 177]",3
4718,"[66, 364, 8, 894, 10, 909, 1, 0, 1494]",3
4719,"[377, 2072, 10, 594, 634]",0
4720,"[2, 1877, 10, 4016, 4017, 28, 58, 2044]",0
4721,"[2, 1877, 6, 30, 1, 13, 4016, 4017, 28, 1705]",3
4722,"[4018, 6557, 76, 4019, 28, 0, 1055]",0
4723,"[66, 6558, 1, 313, 10, 383, 28, 77]",0
4724,"[2, 1368, 76, 4019, 28, 0, 2830]",3
4725,"[2, 6559, 76, 1181, 28, 0, 6560]",3
4726,"[4020, 6561, 29, 46, 1078, 11, 28, 58, 803]",0
4727,"[2, 350, 29, 46, 1078, 11, 28, 293, 2704, 6562]",3
4728,"[1473, 10, 594, 11, 28, 0, 4021, 120, 488]",0
4729,"[54, 531, 10, 4022, 594, 11, 28, 3, 4023, 1080, 120, 488]",3
4730,"[2224, 112, 1354, 28, 6563]",3
4731,"[4, 112, 6564, 28, 3, 214, 1282]",3
4732,"[32, 112, 118, 11, 0, 4024, 19, 0, 6565, 8, 3, 6566]",3
4733,"[247, 2518, 112, 1760, 125, 112, 1581]",3
4734,"[2, 6567, 112, 114, 28, 3, 6568]",0
4735,"[2, 382, 112, 849, 28, 3, 6569]",0
4736,"[81, 112, 2371, 1, 22, 134, 16, 3, 6570]",0
4737,"[18, 112, 408, 1, 6571, 42, 1813]",0
4738,"[542, 7, 4025]",3
4739,"[56, 6, 4025]",3
4740,"[124, 1491, 12, 2512]",3
4741,"[6572, 138, 6573]",3
4742,"[4, 426, 12, 90, 49, 6, 142, 12, 798]",3
4743,"[765, 12, 2589, 1371, 84, 0, 6574]",3
4744,"[808, 0, 302, 114, 0, 659]",3
4745,"[52, 63, 0, 302, 1496]",3
4746,"[83, 6575, 21, 126, 2831]",3
4747,"[1346, 142, 21, 0, 303, 85, 0, 4026]",3
4748,"[124, 21, 14, 85, 0, 4026]",3
4749,"[83, 38, 21, 12, 568, 774]",3
4750,"[203, 31, 38, 21, 12, 4027]",3
4751,"[124, 2824, 29, 4028, 4029]",3
4752,"[83, 38, 21, 12, 4027]",0
4753,"[203, 31, 38, 21, 12, 568, 774]",0
4754,"[56, 50, 12, 78, 4028, 2832, 18, 73, 81, 910]",3
4755,"[56, 21, 86, 313, 16, 9, 230, 868, 2482]",3
4756,"[56, 21, 86, 313, 16, 9, 230, 6576]",0
4757,"[56, 21, 86, 313, 16, 9, 230, 868, 15, 1345]",0
4758,"[108, 63, 868, 15, 4030, 2833]",3
4759,"[4030, 2580, 12, 63, 868, 251]",3
4760,"[43, 135, 71, 0, 575, 5, 14, 10, 1655, 16, 829]",3
4761,"[2, 575, 5, 14, 10, 1655, 16, 6577, 62, 135, 2225]",3
4762,"[108, 63, 868, 15, 5, 14, 17, 651, 322]",0
4763,"[43, 135, 71, 5, 14, 10, 1655, 16, 829]",0
4764,"[48, 14, 10, 622, 62, 135, 71, 16, 829]",3
4765,"[48, 6578, 145, 1797, 11, 6579, 6, 2471, 28, 49, 1487]",3
4766,"[56, 21, 12, 197, 9, 3, 79, 1339]",0
4767,"[393, 6580, 1497, 45, 1, 6581]",3
4768,"[2, 2764, 1497, 67, 6582, 6583, 6584]",3
4769,"[54, 6, 0, 44, 31, 0, 314, 2834]",3
4770,"[56, 17, 126, 2831]",3
4771,"[7, 47, 0, 147, 11, 3, 431]",3
4772,"[83, 147, 21, 7, 47, 11, 0, 1778]",3
4773,"[422, 21, 7, 47, 0, 3338]",3
4774,"[270, 31, 289, 21, 7, 47, 0, 659]",3
4775,"[124, 366, 29, 7, 4029]",3
4776,"[56, 47, 0, 44, 11, 0, 1778]",3
4777,"[56, 6585, 47, 0, 44, 11, 0, 1778]",3
4778,"[56, 63, 47, 0, 44, 11, 0, 1778]",3
4779,"[56, 50, 12, 78, 586, 1473, 120, 6586]",3
4780,"[660, 0, 2764, 6587, 5, 0, 593, 160, 2835, 1473, 120, 730]",3
4781,"[56, 50, 12, 82, 5, 2135, 6588]",3
4782,"[56, 50, 12, 82, 2434, 4031]",3
4783,"[56, 50, 12, 82, 5, 2434, 4031]",0
4784,"[56, 50, 12, 78, 5, 41, 13, 4032, 16, 0, 6589]",0
4785,"[54, 6, 0, 392, 8, 360, 23, 4, 1118, 5, 207, 6590, 1896, 41, 22, 326, 1, 50, 19, 257, 3, 6591]",3
4786,"[7, 1957, 342, 44, 25, 1228, 6592]",3
4787,"[7, 29, 2185, 31, 6593, 25, 1228, 6594, 4033]",3
4788,"[32, 189, 53, 208, 131, 2645, 1498, 1632, 1, 0, 6595]",3
4789,"[14, 33, 46, 227, 0, 2022]",3
4790,"[81, 935, 31, 44, 14, 33, 46, 6596]",0
4791,"[81, 347, 208, 87, 239, 51, 33, 6597]",0
4792,"[7, 871, 5, 14, 75, 114, 102]",0
4793,"[417, 17, 934, 5, 62, 75, 595, 0, 132]",0
4794,"[7, 871, 31, 44, 14, 75, 373]",3
4795,"[417, 17, 934, 31, 44, 62, 75, 4034]",3
4796,"[7, 189, 234, 5, 62, 75, 595, 0, 132]",3
4797,"[7, 189, 234, 31, 44, 62, 75, 4034]",3
4798,"[270, 31, 289, 21, 14, 47, 0, 659]",3
4799,"[83, 44, 28, 25, 457, 21, 14, 1496]",3
4800,"[7, 1957, 11, 31, 289, 14, 47, 0, 132]",3
4801,"[7, 1957, 31, 44, 28, 25, 457, 14, 373]",3
4802,"[86, 29, 676, 11, 31, 311, 1349, 4035]",3
4803,"[216, 134, 53, 208, 477, 8, 6598, 0, 866, 1332]",3
4804,"[86, 29, 676, 5, 1349, 1476, 11, 0, 523]",0
4805,"[86, 134, 53, 5, 0, 866, 39, 138, 477, 8, 6599]",0
4806,"[7, 209, 342, 44, 18, 101, 9, 81, 1477, 34, 151]",3
4807,"[7, 209, 342, 44, 18, 101, 9, 81, 2677]",0
4808,"[4, 145, 72, 156, 4, 75, 6600]",3
4809,"[68, 259, 805, 90, 4, 4036, 42, 34, 461]",3
4810,"[68, 259, 805, 156, 4, 4036, 42, 34, 461]",3
4811,"[4, 117, 90, 3809, 13, 392, 170, 1, 179, 234, 2726]",3
4812,"[4, 192, 30, 306, 71, 154, 14, 17, 462]",3
4813,"[4, 192, 30, 306, 71, 156, 14, 17, 74, 125, 574]",3
4814,"[4, 192, 30, 306, 71, 90, 14, 17, 462]",0
4815,"[4, 192, 30, 306, 71, 90, 14, 17, 74, 125, 574]",0
4816,"[4, 145, 72, 501, 1, 624]",3
4817,"[4, 145, 72, 142, 1, 1053]",3
4818,"[4, 145, 72, 208, 1, 50, 102]",3
4819,"[4, 145, 72, 156, 1, 1684, 19, 45, 125, 574]",3
4820,"[4, 145, 72, 90, 1, 1684, 19, 77]",0
4821,"[4, 145, 72, 5, 1, 1684, 19, 45, 125, 574]",0
4822,"[116, 209, 31, 911, 1, 3116]",3
4823,"[1498, 134, 501, 1, 47, 0, 2226]",3
4824,"[2, 106, 4037, 77]",3
4825,"[56, 4037, 3113]",3
4826,"[203, 4038, 45, 6, 30, 67, 188, 3833]",3
4827,"[116, 209, 31, 911, 16, 1498, 1, 1573, 1495]",0
4828,"[116, 209, 31, 911, 16, 42, 1, 1573, 1495]",0
4829,"[1498, 134, 501, 16, 2419, 1, 47, 0, 2226]",0
4830,"[1498, 134, 501, 16, 45, 1, 47, 0, 2226]",0
4831,"[124, 567, 22, 12, 819, 88, 6601, 6602]",3
4832,"[284, 63, 62, 2543, 16, 4039]",3
4833,"[422, 50, 62, 74, 1, 2543, 16, 4039]",3
4834,"[571, 22, 12, 1477, 58, 6603]",3
4835,"[284, 21, 14, 260, 5, 14, 10, 6604]",3
4836,"[422, 21, 14, 429, 12, 5, 14, 172, 1345]",3
4837,"[571, 50, 12, 117, 156, 51, 17, 1636, 2473]",3
4838,"[124, 297, 21, 14, 426, 154, 51, 17, 432, 27, 0, 6605]",3
4839,"[52, 6606, 97, 1, 6607, 2563, 6608]",3
4840,"[56, 17, 7, 426, 16, 1627, 71, 2759, 6609]",3
4841,"[83, 6610, 21, 0, 314, 1690, 11, 0, 453, 120, 6611]",3
4842,"[1989, 235, 6, 6612, 0, 6613, 1, 0, 4040]",3
4843,"[571, 50, 12, 78, 14, 1576]",3
4844,"[56, 50, 12, 3430, 17, 13, 6614]",3
4845,"[56, 50, 12, 78, 1477, 58, 659]",3
4846,"[83, 340, 161, 116, 78, 5, 12, 82, 5, 7, 1447, 2361]",3
4847,"[4, 117, 15, 31, 2644, 7, 17, 47, 0, 659]",3
4848,"[52, 754, 5, 14, 29, 6615, 22, 12, 3956]",3
4849,"[6616, 29, 2185, 208, 131, 1676, 14, 29, 2836]",3
4850,"[116, 17, 6617, 330, 5, 51, 75, 256, 5, 42, 699, 6, 6618]",3
4851,"[48, 20, 174, 1, 3077, 31, 2132, 3860, 47, 0, 239, 11, 99, 234, 2520, 5, 62, 75, 22, 148, 45, 11, 1121]",3
4852,"[6619, 914, 31, 44, 14, 75, 1376, 1, 1483, 25, 97, 1, 6620]",3
4853,"[4, 117, 90, 15, 31, 6621, 7, 17, 47, 0, 132]",0
4854,"[4, 117, 142, 340, 5, 1270, 2059]",0
4855,"[7, 10, 1499, 1, 190, 14, 10, 6622, 177]",0
4856,"[56, 50, 12, 78, 5, 29, 396, 0, 2837, 1, 4041]",0
4857,"[52, 340, 17, 116, 260, 5, 18, 160, 5, 7, 6623]",0
4858,"[489, 190, 161, 1109, 82, 359, 209, 230, 6624]",0
4859,"[2, 911, 935, 208, 0, 6625, 10, 1500]",0
4860,"[116, 209, 31, 44, 16, 0, 237, 1, 114, 1479, 0, 2759, 2489]",0
4861,"[54, 680, 6626]",3
4862,"[54, 680, 6627, 0, 4042]",0
4863,"[32, 6628]",0
4864,"[32, 6629, 0, 4042]",3
4865,"[54, 680, 6630]",3
4866,"[54, 680, 2496, 0, 442]",0
4867,"[36, 6631]",0
4868,"[36, 982, 0, 442]",3
4869,"[2, 2838, 31, 12, 1497, 10, 286, 2839]",3
4870,"[2, 2838, 31, 4, 200, 12, 1497, 10, 286, 2839]",3
4871,"[2, 2838, 31, 4, 200, 7, 189, 234, 12, 1497, 10, 286, 2839]",3
4872,"[0, 106, 23, 694, 0, 1727, 103]",3
4873,"[0, 106, 23, 178, 136, 103]",3
4874,"[0, 360, 190, 7, 61, 0, 44, 1, 103]",3
4875,"[0, 796, 154, 4, 172, 42, 10, 6632]",3
4876,"[2, 258, 23, 116, 1391, 16, 29, 1297]",3
4877,"[2, 258, 5, 116, 1391, 16, 2206, 25, 6633]",3
4878,"[2, 258, 116, 1391, 16, 29, 1297]",3
4879,"[29, 129, 6634, 6635, 27, 930]",3
4880,"[32, 6, 0, 392, 8, 360, 19, 190, 1, 6636]",3
4881,"[393, 39, 0, 2227, 16, 31, 1, 13, 6637]",3
4882,"[43, 17, 1636, 3581, 15, 190, 1, 1909]",3
4883,"[54, 6, 0, 106, 213, 8, 190, 494, 11, 0, 1638]",3
4884,"[4043, 8, 190, 494, 11, 0, 6638]",0
4885,"[0, 89, 366, 19, 0, 1062, 103]",3
4886,"[0, 360, 997, 15, 58, 2840, 6, 1301]",3
4887,"[0, 756, 1, 773, 28, 491, 6, 157, 3431]",0
4888,"[0, 360, 755, 15, 58, 2840, 6, 1301]",0
4889,"[0, 360, 418, 15, 58, 2840, 6, 1301]",0
4890,"[2, 106, 172, 0, 298, 7, 172, 175]",0
4891,"[2, 106, 172, 0, 298, 5, 7, 172, 175]",0
4892,"[2, 106, 172, 0, 298, 16, 7, 1, 432, 175]",0
4893,"[277, 6, 0, 360, 190, 437, 387, 11, 202, 646]",3
4894,"[277, 6, 0, 360, 19, 190, 437, 387, 11, 1244]",3
4895,"[277, 6, 0, 360, 190, 437, 387, 11, 1244]",0
4896,"[4, 172, 0, 3245, 342, 3863, 4, 153, 1, 6639, 177]",3
4897,"[54, 6, 0, 434, 16, 342, 305, 86, 61, 3, 601]",3
4898,"[2, 314, 1210, 234, 3, 218, 0, 483, 1, 31, 62, 63, 371, 11, 0, 6640]",3
4899,"[43, 700, 0, 1791, 23, 172, 2180]",3
4900,"[2, 3494, 942, 60, 0, 1039, 5, 387, 223, 15, 0, 671]",3
4901,"[2, 106, 172, 7, 4044]",0
4902,"[2, 218, 4045, 234, 2841, 113]",0
4903,"[32, 99, 3, 1209, 31, 178, 200, 10, 286, 2727, 9, 2842]",3
4904,"[36, 57, 1439, 1, 4046, 263, 4047, 31, 178, 93, 33, 46, 4048, 34, 0, 4049]",3
4905,"[18, 209, 5, 7, 10, 4050]",3
4906,"[48, 7, 10, 476, 433, 1291]",3
4907,"[18, 189, 20, 5, 7, 10, 4050]",3
4908,"[54, 6, 0, 44, 5, 62, 33, 373]",3
4909,"[2, 258, 1271, 0, 89, 5, 1391, 16, 77]",3
4910,"[35, 6, 67, 2191, 5, 89, 78, 17, 98, 1217, 11, 6641]",3
4911,"[137, 1818, 1239, 849, 9, 31, 211, 114, 6, 15, 5, 2228]",0
4912,"[137, 1818, 1239, 849, 9, 5, 211, 114, 6, 15, 5, 2228]",0
4913,"[137, 1818, 31, 1239, 849, 9, 5, 211, 114, 6, 15, 5, 2228]",3
4914,"[137, 1818, 5, 1239, 849, 9, 31, 211, 114, 6, 15, 5, 2228]",3
4915,"[0, 106, 342, 1965, 26, 10, 103]",3
4916,"[0, 106, 2162, 1965, 26, 10, 103]",0
4917,"[0, 1819, 19, 31, 14, 6, 1125, 1246]",3
4918,"[0, 1819, 19, 5, 14, 6, 1125, 1246]",0
4919,"[3, 1819, 19, 31, 1, 530, 1246]",3
4920,"[3, 1819, 19, 5, 1, 530, 1246]",0
4921,"[2, 89, 11, 23, 62, 609, 261, 6642, 103]",0
4922,"[2, 360, 19, 23, 62, 76, 610, 103]",0
4923,"[2, 636, 11, 31, 126, 22, 6643, 103]",3
4924,"[2, 89, 11, 342, 350, 62, 1476, 103]",3
4925,"[2, 360, 19, 190, 14, 1120, 310, 1656, 103]",3
4926,"[32, 101, 3, 4051, 15, 31, 1, 6644]",3
4927,"[32, 101, 3, 6645, 11, 31, 1, 47, 0, 343]",3
4928,"[65, 6, 3, 4051, 16, 12, 1, 2485, 251]",3
4929,"[1498, 134, 501, 16, 6646, 1, 47, 0, 2226]",0
4930,"[0, 360, 4, 172, 6, 34, 1079]",3
4931,"[0, 289, 62, 47, 0, 147, 11, 6, 6647]",3
4932,"[32, 99, 3, 1209, 178, 200, 10, 2727, 9, 2842]",3
4933,"[36, 57, 1439, 1, 4046, 263, 4047, 178, 93, 33, 46, 4048, 34, 0, 4049]",3
4934,"[4, 199, 72, 5, 0, 4052, 6648, 6649, 4053, 178, 386, 41, 506, 2229, 694, 0, 652]",3
4935,"[2, 360, 23, 7, 134, 16, 651, 160, 14, 6, 4054]",3
4936,"[1245, 23, 7, 134, 16, 2580, 160, 14, 6, 4054]",3
4937,"[7, 29, 390, 6650, 23, 225, 6651]",3
4938,"[4, 172, 0, 1973, 34, 2600, 23, 2843, 992]",3
4939,"[4, 172, 7, 23, 2843, 992]",0
4940,"[4, 172, 42, 23, 2843, 992]",0
4941,"[270, 0, 6652, 0, 314, 1096, 1208, 190, 4, 1178, 6653]",3
4942,"[6654, 190, 0, 6655, 4032, 11, 6656, 1078, 310, 8, 25, 2534, 11, 6657]",3
4943,"[137, 106, 23, 757, 0, 507, 33, 3, 238, 577]",3
4944,"[137, 1081, 23, 757, 0, 933, 33, 3, 238, 577]",0
4945,"[224, 106, 23, 4055, 4056, 125, 24, 11, 0, 950, 10, 133, 4057]",3
4946,"[224, 1081, 23, 4055, 4056, 125, 24, 11, 0, 3797, 10, 133, 4057]",0
4947,"[2, 6658, 23, 694, 0, 353, 6659, 23, 6, 0, 4058, 4059, 196, 4060]",3
4948,"[2, 6660, 23, 6, 0, 4058, 4059, 23, 694, 0, 353, 1727, 196, 4060]",0
4949,"[32, 23, 4061, 120, 4061, 4062]",3
4950,"[32, 23, 6, 1057, 6661, 2651, 3219, 736, 45, 2844, 0, 353, 1037]",3
4951,"[56, 21, 14, 82, 5, 14, 41, 110, 796, 6662]",3
4952,"[83, 2230, 21, 14, 4063, 5, 14, 33, 383, 2845]",3
4953,"[56, 21, 14, 82, 0, 256, 5, 14, 33, 98, 4064]",0
4954,"[83, 2230, 21, 14, 4063, 0, 575, 5, 14, 33, 383, 2845]",0
4955,"[2, 845, 31, 14, 276, 59, 0, 1459, 33, 3, 727, 1455]",3
4956,"[2, 845, 5, 14, 276, 59, 0, 1459, 33, 3, 727, 1455]",3
4957,"[2, 4065, 31, 14, 276, 59, 0, 1459, 33, 3, 727, 1455]",3
4958,"[2, 4065, 5, 14, 276, 59, 0, 1459, 33, 3, 727, 1455]",0
4959,"[20, 519, 4066, 9, 454, 0, 1405]",3
4960,"[52, 21, 20, 726, 9, 2008, 0, 6663]",0
4961,"[52, 21, 20, 726, 4066, 9, 6664]",0
4962,"[32, 6665, 0, 754, 5, 12, 1566, 3739, 102]",3
4963,"[52, 21, 14, 6666, 0, 754, 5, 12, 1566, 6667]",0
4964,"[36, 172, 686, 23, 209, 0, 4067]",3
4965,"[83, 885, 21, 126, 432, 686, 23, 6668]",0
4966,"[48, 14, 29, 172, 0, 885, 6, 706, 1915]",3
4967,"[56, 6, 5, 14, 29, 172, 706, 6669]",0
4968,"[68, 101, 247, 132]",3
4969,"[252, 7, 117, 23, 41, 506, 0, 6670]",3
4970,"[52, 21, 7, 117, 23, 41, 6671]",0
4971,"[52, 21, 14, 212, 0, 6672, 5, 0, 218, 286, 6673]",3
4972,"[54, 6, 0, 756, 5, 62, 286, 445, 1, 371, 0, 2846, 23, 6674]",3
4973,"[83, 6675, 2773, 21, 12, 872, 6676, 2641, 5, 0, 6677, 6678]",0
4974,"[949, 6679, 6680, 3786, 6681, 127, 4024, 131, 1294, 6682, 1, 425, 6683]",3
4975,"[66, 1302, 106, 69, 49, 1120, 2231, 16, 1790, 86, 9, 357, 42, 25, 1133, 132]",3
4976,"[6684, 57, 1684, 5, 6685, 6686, 810, 6687, 9, 4068, 39, 700, 6688]",3
4977,"[2, 2579, 8, 0, 6689, 144, 4069, 10, 446, 11, 0, 4070, 76, 396, 6690, 6691, 28, 0, 1803]",3
4978,"[54, 6, 0, 44, 31, 4, 445, 1, 373]",3
4979,"[2, 360, 190, 126, 820, 1, 1198, 19, 1439, 1, 6692, 467]",3
4980,"[2, 6693, 5, 330, 160, 5, 407, 6694, 3770, 2216, 4071]",3
4981,"[2, 2421, 1, 190, 219, 1398, 0, 239, 29, 46, 6695]",3
4982,"[2, 38, 15, 342, 6696, 0, 3057, 6, 598, 6, 6697]",3
4983,"[43, 199, 1475, 0, 2469, 950, 0, 6698, 8, 31, 62, 63, 371, 84, 667, 1003]",3
4984,"[52, 21, 4072, 2575, 1, 282, 255, 191, 14, 6699]",0
4985,"[56, 21, 4072, 82, 0, 256, 5, 6700]",0
4986,"[52, 10, 5, 0, 6701, 96, 3, 3940, 639, 1, 513]",0
4987,"[52, 21, 12, 432, 686, 23, 6702]",0
4988,"[2, 575, 5, 4073, 22, 842, 2624, 57, 0, 6703, 11, 0, 6704, 3944, 6, 398, 30, 2823, 3488]",3
4989,"[2, 575, 5, 0, 4073, 1240, 0, 2847, 6705, 1, 6706, 10, 931, 27, 0, 2721, 4074]",3
4990,"[36, 4075, 0, 4076, 5, 216, 1374]",3
4991,"[36, 4075, 0, 4076, 5, 216, 2497]",3
4992,"[36, 935, 0, 256, 5, 62, 33, 6707, 28, 1012]",3
4993,"[36, 935, 0, 256, 5, 126, 75, 1050, 255, 1, 467]",3
4994,"[2, 1894, 501, 3707, 6708, 6, 268, 6709]",3
4995,"[2, 796, 154, 959, 112, 6710, 10, 3, 2232, 796, 16, 1612]",3
4996,"[7, 6, 1238, 1, 6711]",3
4997,"[7, 99, 26, 1545, 5, 14, 41, 773, 26, 15, 577]",3
4998,"[35, 6, 7, 5, 4, 172, 120, 1534, 11, 0, 344]",3
4999,"[4, 117, 190, 230, 2848]",3
5000,"[54, 6, 0, 911, 15, 190, 230, 1501]",3
5001,"[32, 6, 827, 1, 1244]",3
5002,"[35, 6, 188, 1, 352, 193]",3
5003,"[7, 6, 188, 1, 1134]",3
5004,"[203, 352, 7, 6, 6712]",0
5005,"[35, 6, 279, 1, 352, 193]",0
5006,"[7, 6, 279, 1, 1134]",3
5007,"[203, 352, 7, 6, 6713]",3
5008,"[35, 6, 1238, 1, 352, 193]",3
5009,"[7, 6, 1238, 1, 1134]",3
5010,"[203, 352, 7, 6, 6714]",0
5011,"[35, 6, 356, 1, 352, 193]",0
5012,"[7, 6, 356, 1, 1134]",3
5013,"[86, 6, 188, 1, 1134]",3
